CGATS.17
ORIGINATOR	"Ergosoft AG"
FILE_DESCRIPTOR	""
CREATED	"02/06/26"
NUMBER_OF_FIELDS	9
BEGIN_DATA_FORMAT
SAMPLE_ID SAMPLE_NAME CMYK_C CMYK_M CMYK_Y CMYK_K LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	3401
BEGIN_DATA
1869 "TONAL DK DESERT ORANGE MOTION" 21.199359 82.000458 85.900664 63.900206 39.400320 27.500000 26.398438
1870 "TONAL DK DESERT ORANGE QUANTUM" 21.199359 82.000458 85.900664 63.900206 39.400320 27.500000 26.398438
1871 "TNL DK DSRT ORANGE ELEC" 21.199359 82.000458 85.900664 63.900206 39.400320 27.500000 26.398438
1872 "TNL DK DESERT ORANGE W160WK" 21.199359 82.000458 85.900664 63.900206 39.400320 27.500000 26.398438
1873 "TNL DK DESERT ORANGE ELEC" 21.199359 82.000458 85.900664 63.900206 39.400320 27.500000 26.398438
1874 "Tonal DK Desert Orange" 21.199359 82.000458 85.900664 63.900206 39.400320 27.500000 26.398438
1875 "TNL DK DSRT OR INFRARED" 21.199359 82.000458 85.900664 63.900206 39.400320 27.500000 26.398438
1876 "TONAL DK PRO GREEN" 100.000000 16.099794 96.099794 91.000229 20.999466 -21.000000 11.000000
1877 "TONAL DK ITALY BLUE PMS 7692C" 100.000000 36.899367 0.000000 49.799344 28.000305 -17.000000 -36.000000
1878 "TONAL DK NEW ORCHID" 91.999695 82.000458 11.000229 76.000610 20.199893 12.601563 -24.300781
1879 "77C TONAL GOLD W213WK(2)" 0.000000 45.000381 91.000229 0.000000 78.300145 55.800781 65.601563
1880 "TONAL DARK NEW YELLOW" 2.000458 28.999771 96.899367 23.100633 62.000458 3.000000 57.000000
1881 "00A BLACK W887WK" 91.999695 52.999161 36.000610 100.000000 11.999695 -9.000000 -3.000000
1882 "01V WOLF GREY W887WK" 34.999619 26.500343 25.000381 10.000763 74.999619 1.000000 0.000000
1883 "06F ANTHRACITE W887WK" 60.000000 42.000458 46.999313 82.999924 22.099641 -2.898438 0.800781
1884 "20Q DARK CINDERW887WK" 28.000305 65.999847 85.999847 84.499886 18.199435 8.601563 11.300781
1885 "31W CLASSIC GREEN W887WK" 79.501030 10.200656 85.000381 29.201190 46.900130 -35.800781 23.300781
1886 "41S COLLEGE NAVY W887WK" 100.000000 74.999619 23.900206 81.998932 13.000687 2.000000 -11.000000
1887 "45W BLUSTERY W887WK" 92.999161 0.000000 62.000458 20.000000 50.200656 -49.500000 0.699219
1888 "4EV GAME ROYAL W887WK" 100.000000 62.000458 16.000610 7.499809 37.999542 -6.000000 -38.000000
1889 "4EY VALOR BLUE W887WK" 62.000458 25.000381 0.999466 11.999695 63.799496 -8.101563 -29.300781
1890 "4ES AERO BLUE W887WK" 93.000687 10.000763 20.000000 6.999313 57.199969 -39.199219 -32.300781
1891 "56N FIELD PURPLE W887WK" 85.999847 88.999771 0.000000 14.999619 29.799344 19.000000 -37.199219
1892 "65N UNIVERSITY RED W887WK" 7.800412 100.000000 80.000000 19.501030 42.400244 60.500000 33.800781
1893 "66P DEEP MAROON W887WK" 49.001297 100.000000 72.001221 68.999771 18.800641 20.898438 6.898438
1894 "69W TM CRIMSON W887WK" 12.001221 100.000000 75.999084 54.099336 29.399557 39.601563 22.898438
1895 "67Y TEAM MAROON W887WK" 19.000534 100.000000 66.900130 62.999924 25.000381 34.000000 12.000000
1896 "66Z PINK FIRE II W887WK" 22.999924 71.000229 2.999924 0.000000 54.000153 47.000000 -13.000000
1897 "79S YELLOW STRIKE W887WK" 0.999466 5.998322 85.000381 0.000000 91.000229 -4.000000 86.000000
1898 "79W TEAM GOLD W887WK" 14.999619 20.000000 49.001297 3.100633 80.000000 4.000000 30.000000
1899 "79Q SUNDOWN W887WK" 0.000000 36.099794 99.099718 0.000000 91.000229 -4.000000 86.000000
1900 "81F DESERT ORANGE W887WK" 17.999542 76.499580 93.000687 30.000763 34.000153 33.000000 40.000000
1901 "89M UNIVERSITY ORANGE W887WK" 9.700160 88.000305 97.000076 0.000000 51.000229 60.000000 50.000000
1902 "87F BRIGHT CERAMIC W887WK" 0.000000 60.999466 100.000000 0.000000 65.999847 38.000000 66.000000
1903 "39Y GORGE GREEN W887WK" 87.998779 2.999924 89.999237 71.000229 25.099565 -23.898438 11.800781
1904 "3EY PRO GREEN W887WK" 94.999619 2.999924 85.999847 87.998779 6.999313 -16.000000 10.000000
1905 "44A TIDAL BLUE W887WK" 81.998932 0.999466 32.001221 2.999924 65.200275 -39.800781 -16.699219
1906 "2DH MEDIUM OLIVE W887WK" 20.000000 14.000153 62.999924 65.000381 40.999466 -3.000000 25.000000
1907 "01P DARK STEEL GREY W887WK" 51.999695 45.999847 48.000305 40.000000 43.700313 -0.300781 2.398438
1908 "78H AMARILLO W887WK" 0.000000 4.100099 84.100099 0.000000 91.000229 -4.000000 86.000000
1909 "4CV TM LIGHT BLUE W887WK" 62.000458 25.000381 0.999466 11.999695 63.799496 -8.101563 -29.300781
1910 "52V TM PURPLE W887WK" 85.999847 88.999771 0.000000 14.999619 29.799344 19.000000 -37.199219
1911 "4ES TM AERO BLUE W887WK" 93.000687 10.000763 20.000000 6.999313 57.199969 -39.199219 -32.300781
1912 "87F TM BRIGHT CERAMIC W887WK" 0.000000 56.499580 100.000000 1.199359 66.700237 37.601563 65.898438
1913 "05X TM ANTHRACITE W887WK" 60.000000 42.000458 46.999313 82.999924 22.099641 -2.898438 0.800781
1914 "45W TM BLUSTERY W887WK" 92.999161 0.000000 62.000458 20.000000 50.200656 -49.500000 0.699219
1915 "64V TM SCARLET W887WK" 7.800412 100.000000 80.000000 19.501030 42.400244 60.500000 33.800781
1916 "67Y TM DARK MAROON W887WK" 49.001297 100.000000 72.001221 68.999771 18.800641 20.898438 6.898438
1917 "69W TM CRIMSON W887WK(2)" 12.001221 100.000000 75.999084 54.099336 29.399557 39.601563 22.898438
1918 "31V TM DARK GREEN W887WK" 87.998779 2.999924 89.999237 71.000229 25.099565 -23.898438 11.800781
1919 "3EM TM KELLY GREEN W887WK" 79.501030 10.200656 85.000381 29.201190 46.900130 -35.800781 23.300781
1920 "2AQ TM BROWN W887WK" 28.000305 65.999847 85.999847 84.499886 18.199435 8.601563 11.300781
1921 "43V TM NAVY W887WK" 100.000000 74.999619 23.900206 81.998932 13.000687 2.000000 -11.000000
1922 "69Y TM CARDINAL W887WK" 19.000534 100.000000 66.900130 62.999924 25.000381 34.000000 12.000000
1923 "79X TM VEGAS GOLD W887WK" 14.999619 20.000000 49.001297 3.100633 80.000000 4.000000 30.000000
1924 "81F TM DESERT ORANGE W887WK" 17.999542 76.499580 93.000687 30.000763 34.000153 33.000000 40.000000
1925 "82U TM ORANGE W887WK" 9.700160 88.000305 97.000076 0.000000 51.000229 60.000000 50.000000
1926 "03S TM BLACK W887WK" 91.999695 52.999161 36.000610 100.000000 11.999695 -9.000000 -3.000000
1927 "03T TM BLUE GREY W887WK" 34.999619 26.500343 25.000381 10.000763 74.999619 1.000000 0.000000
1928 "08Q TM PEWTER GREY W887WK" 22.999924 20.000000 30.000763 25.000381 68.000305 1.000000 8.000000
1929 "49V TM ROYAL W887WK" 100.000000 62.000458 16.000610 7.499809 37.999542 -6.000000 -38.000000
1930 "6DR TM PINK FIRE II W887WK" 22.999924 71.000229 2.999924 0.000000 54.000153 47.000000 -13.000000
1931 "79S TM YELLOW STRIKE W887WK" 0.000000 4.100099 84.100099 0.000000 91.000229 -4.000000 86.000000
1932 "79Y TM BRIGHT GOLD W887WK" 0.000000 37.500572 100.000000 2.000458 77.000076 20.000000 78.000000
1933 "44A TM TIDAL BLUE W887WK" 81.998932 0.999466 32.001221 2.999924 65.200275 -39.800781 -16.699219
1934 "2DH TM MEDIUM OLIVE W887WK" 20.000000 14.000153 62.999924 65.000381 40.999466 -3.000000 25.000000
1935 "01P TM DK STEEL GREY W887WK" 51.999695 45.999847 48.000305 40.000000 43.700313 -0.300781 2.398438
1936 "89L TEAM ORANGE W887WK" 5.099565 91.999695 94.999619 0.000000 51.700618 58.898438 49.000000
1937 "00A BLACK 579M" 91.000229 5.900664 32.899977 100.000000 13.600366 -10.300781 -4.500000
1938 "01P DARK STEEL GREY 579M" 49.799344 40.999466 45.600061 34.099336 46.599527 1.300781 4.898438
1939 "01V WOLF GREY 579M" 34.300755 23.100633 23.900206 11.400015 69.900053 0.699219 1.898438
1940 "06F ANTHRACITE 579M" 64.899672 42.000458 46.599527 79.600214 23.100633 -3.101563 -0.398438
1941 "20Q DARK CINDER NK579M" 25.900664 65.299458 86.999313 82.499428 21.699855 9.500000 14.800781
1942 "31W CLASSIC GREEN 579M" 76.400397 10.200656 83.900206 22.000458 48.400092 -37.000000 24.398438
1943 "39Y GORGE GREEN 579M" 85.799954 5.099565 83.900206 65.400168 29.799344 -26.000000 13.300781
1944 "41S COLLEGE NAVY 579M" 100.000000 77.199969 23.900206 77.700465 15.800717 0.500000 -13.398438
1945 "45W BLUSTERY NK579M" 88.999771 0.000000 60.000000 14.900435 50.400549 -46.800781 2.000000
1946 "4ES AERO BLUE NK579M" 92.199588 8.999771 19.000534 8.200198 53.000687 -38.000000 -29.000000
1947 "4EV GAME ROYAL 579M" 91.299306 57.000076 15.399405 2.900740 36.200504 -3.898438 -37.398438
1948 "4EY VALOR BLUE 579M" 56.099794 17.799649 1.199359 3.900206 61.600671 -6.300781 -28.300781
1949 "56N FIELD PURPLE NK579M" 87.299916 90.200656 1.199359 5.000381 29.599451 21.300781 -37.601563
1950 "65N UNIVERSITY RED 579M" 8.799878 100.000000 80.199893 22.000458 40.799573 58.199219 31.300781
1951 "66P DEEP MAROON NK579M" 59.299611 100.000000 70.200656 66.999313 17.999542 21.000000 7.000000
1952 "66Z PINK FIRE II 579M" 15.300221 74.099336 0.000000 2.000458 57.799649 47.199219 -10.898438
1953 "69W TEAM CRIMSON NK579M" 15.500114 99.000534 76.200504 54.000153 28.099489 38.300781 20.199219
1954 "69X TEAM MAROON NK579M" 27.800412 100.000000 68.499275 67.200732 23.599603 31.199219 12.601563
1955 "79I CLUB GOLD NK579M" 20.000000 36.499580 67.800412 0.000000 78.199435 21.101563 71.398438
1956 "79Q SUNDOWN 579M" 0.000000 36.899367 100.000000 0.000000 76.800183 21.199219 79.800781
1957 "79S YELLOW STRIKE NK579M" 0.000000 4.699779 85.099565 0.000000 91.700618 -0.898438 81.398438
1958 "79W TEAM GOLD NK579M" 14.900435 20.700389 49.799344 2.699321 79.899290 4.199219 30.300781
1959 "81F DESERT ORANGE NK579M" 23.399710 74.000153 92.199588 33.000687 40.000000 31.398438 33.000000
1960 "82U ORANGE 579M" 3.900206 85.600061 96.400397 0.000000 52.500191 59.199219 49.800781
1961 "87F BRIGHT CERAMIC NK579M" 0.000000 57.099260 99.499504 0.000000 66.599527 37.601563 68.898438
1962 "03S TM BLACK 579M" 91.000229 5.900664 32.899977 100.000000 13.600366 -10.300781 -4.500000
1963 "01P DARK STEEL GREY 579M(2)" 49.799344 40.999466 45.600061 34.099336 46.599527 1.300781 4.898438
1964 "03T TM BLUE GREY 579M" 34.300755 23.100633 23.900206 11.400015 69.900053 0.699219 1.898438
1965 "05X TM ANTHRACITE 579M" 64.899672 42.000458 46.599527 79.600214 23.100633 -3.101563 -0.398438
1966 "2AQ TM BROWN NK579M" 25.900664 65.299458 86.999313 82.499428 21.699855 9.500000 14.800781
1967 "31V TM DARK GREEN 579M" 85.799954 5.099565 83.900206 65.400168 29.799344 -26.000000 13.300781
1968 "3EM TM KELLY GREEN 579M" 76.400397 10.200656 83.900206 22.000458 48.400092 -37.000000 24.398438
1969 "43V TM NAVY 579M" 100.000000 77.199969 23.900206 77.700465 15.800717 0.500000 -13.398438
1970 "45W TM BLUSTERY NK579M" 88.999771 0.000000 60.000000 14.900435 50.400549 -46.800781 2.000000
1971 "49V TM ROYAL 579M" 91.299306 57.000076 15.399405 2.900740 36.200504 -3.898438 -37.398438
1972 "4VC TM LIGHT BLUE 579M" 56.099794 17.799649 1.199359 3.900206 61.600671 -6.300781 -28.300781
1973 "52V TM PURPLE NK579M" 87.299916 90.200656 1.199359 5.000381 29.599451 21.300781 -37.601563
1974 "64V TM SCARLET 579M" 8.799878 100.000000 80.199893 22.000458 40.799573 58.199219 31.300781
1975 "66P TM DEEP MAROON NK579M" 59.299611 100.000000 70.200656 66.999313 17.999542 21.000000 7.000000
1976 "69W TM CRIMSON NK579M" 15.500114 99.000534 76.200504 54.000153 28.099489 38.300781 20.199219
1977 "69Y TM CARDINAL NK579M" 27.800412 100.000000 68.499275 67.200732 23.599603 31.199219 12.601563
1978 "6DR TM PINK FIRE 579M" 15.300221 74.099336 0.000000 2.000458 57.799649 47.199219 -10.898438
1979 "79S TM YELLOW STRIKE NK579M" 0.000000 4.699779 85.099565 0.000000 91.700618 -0.898438 81.398438
1980 "79X TM VEGAS GOLD NK579M" 14.900435 20.700389 49.799344 2.699321 79.899290 4.199219 30.300781
1981 "79Y TM BRIGHT GOLD 579M" 0.000000 36.899367 100.000000 0.000000 76.800183 21.199219 79.800781
1982 "81F TM DESERT ORANGE NK579M" 23.399710 74.000153 92.199588 33.000687 40.000000 31.398438 33.000000
1983 "82U TM ORANGE 579M" 3.900206 85.600061 96.400397 0.000000 52.500191 59.199219 49.800781
1984 "87F TM BRIGHT CERAMIC NK579M" 0.000000 57.099260 99.499504 0.000000 66.599527 37.601563 68.898438
1985 "3PC SPORT GREEN RW07WK" 90.000763 17.000076 90.000763 63.500420 26.199741 -38.101563 23.898438
1986 "41L MARINE RW07WK" 100.000000 80.999466 0.000000 88.999771 1.399252 4.300781 -13.800781
1987 "4FA PITCH BLUE RW07WK" 96.000610 77.999542 0.000000 93.000687 0.599680 0.699219 0.398438
1988 "4MG DEEP TEAL RW07WK" 100.000000 7.100023 68.999771 74.000153 21.199359 -27.699219 3.699219
1989 "45A BLUE SPARK RW07WK" 94.999619 25.999847 13.000687 8.999771 34.000153 16.101563 -69.500000
1990 "4DA OLD ROYAL RW07WK" 100.000000 70.000763 0.000000 25.999847 27.200732 7.000000 -43.000000
1991 "44I NEPTUNE BLUE RW07WK" 91.000229 0.000000 30.000763 0.000000 42.099641 -0.101563 -60.199219
1992 "51L COURT PURPLE RW07WK" 92.500191 91.000229 0.000000 12.500191 28.000305 59.000000 -86.000000
1993 "4NP HYPER ROYAL RW07WK" 100.000000 60.999466 0.000000 5.000381 16.000610 24.000000 -59.000000
1994 "3GT TURBO GREEN RW07WK" 84.499886 0.000000 51.999695 0.000000 68.799878 -64.601563 16.898438
1995 "07R FIELD SILVER RW07WK" 16.000610 5.999847 11.000229 17.999542 66.300450 -2.000000 -2.000000
1996 "2DI SEAL BROWN RW07WK" 13.000687 40.000000 77.999542 91.999695 20.900282 4.398438 2.800781
1997 "33B OCHRE RW07WK" 5.999847 54.000153 100.000000 51.000229 65.699245 16.699219 64.000000
1998 "4AI COAST RW07WK" 74.999619 25.999847 11.000229 0.000000 66.999313 -16.000000 -40.000000
1999 "77I MIDWEST GOLD RW07WK" 0.000000 19.000534 94.999619 0.000000 81.899748 7.199219 79.898438
2000 "2DV DEEP PEWTER RW07WK" 63.999390 50.000763 62.099641 87.200732 23.999390 2.000000 -2.000000
2001 "4EW RUSH BLUE RW07WK" 97.900359 66.900130 23.900206 11.000229 20.000000 43.000000 -78.000000
2002 "4LB GYM BLUE RW07WK" 100.000000 59.000534 8.000305 57.000076 31.000229 -12.000000 -21.000000
2003 "67P TEAM RED RW07WK" 16.000610 100.000000 80.900282 65.999847 26.900130 34.000000 13.000000
2004 "6DL GYM RED RW07WK" 3.900206 100.000000 77.000076 42.900740 31.000229 49.000000 43.000000
2005 "6ED TOUGH RED RW07WK" 3.999390 100.000000 80.000000 57.000076 25.000381 48.000000 27.000000
2006 "3EE FIR RW07WK" 86.900130 5.000381 85.900664 77.900359 22.000458 -36.000000 25.000000
2007 "3PC SPORT GREEN NK3537WK" 88.000305 17.000076 90.000763 62.000458 26.199741 -38.101563 23.898438
2008 "41L MARINE NK3537WK" 100.000000 80.999466 0.000000 88.999771 1.399252 4.300781 -13.800781
2009 "4FA PITCH BLUE NK3537WK" 96.000610 77.999542 0.000000 93.000687 0.599680 0.699219 0.398438
2010 "4MG DEEP TEAL NK3537WK" 99.000534 5.999847 70.000763 71.000229 21.199359 -27.699219 3.699219
2011 "45A BLUE SPARK NK3537WK" 94.999619 25.999847 13.000687 8.999771 34.000153 16.101563 -69.500000
2012 "4DA OLD ROYAL NK3537WK" 100.000000 70.000763 0.000000 25.999847 27.200732 7.000000 -43.000000
2013 "44I NEPTUNE BLUE NK3537WK" 91.000229 0.000000 30.000763 0.000000 42.099641 -0.101563 -60.199219
2014 "51L COURT PURPLE NK3537WK" 90.000763 88.999771 0.000000 12.500191 28.000305 59.000000 -86.000000
2015 "4NP HYPER ROYAL NK3537WK" 100.000000 60.999466 0.000000 5.000381 16.000610 24.000000 -59.000000
2016 "3GT TURBO GREEN NK3537WK" 82.499428 0.000000 54.000153 0.000000 68.799878 -64.601563 16.898438
2017 "07R FIELD SILVER NK3537WK" 16.000610 5.999847 11.000229 17.999542 66.300450 -2.000000 -2.000000
2018 "2DI SEAL BROWN NK3537WK" 13.000687 40.000000 77.999542 90.000763 20.900282 4.398438 2.800781
2019 "33B OCHRE NK3537WK" 5.999847 54.000153 100.000000 51.000229 65.699245 16.699219 64.000000
2020 "4AI COAST NK3537WK" 74.999619 26.999313 11.000229 0.000000 66.999313 -16.000000 -40.000000
2021 "77I MIDWEST GOLD NK3537WK" 0.000000 19.000534 94.999619 0.000000 81.899748 7.199219 79.898438
2022 "2DV DEEP PEWTER NK3537WK" 63.999390 50.000763 62.099641 87.200732 23.999390 2.000000 -2.000000
2023 "4EW RUSH BLUE NK3537WK" 97.900359 66.900130 23.900206 11.000229 20.000000 43.000000 -78.000000
2024 "4LB GYM BLUE NK3537WK" 100.000000 59.000534 8.000305 56.000610 31.000229 -12.000000 -21.000000
2025 "67P TEAM RED NK3537WK" 16.000610 100.000000 80.900282 63.900206 26.900130 34.000000 13.000000
2026 "6DL GYM RED NK3537WK" 3.900206 100.000000 77.000076 42.900740 31.000229 49.000000 43.000000
2027 "6ED TOUGH RED NK3537WK" 3.999390 100.000000 80.000000 57.000076 25.000381 48.000000 27.000000
2028 "3EE FIR NK3537WK" 86.900130 5.000381 85.900664 77.900359 22.000458 -36.000000 25.000000
2029 "3PC SPORT GREEN W561WK" 88.000305 17.000076 90.000763 62.000458 26.199741 -38.101563 23.898438
2030 "41L MARINE W561WK" 100.000000 80.999466 0.000000 88.999771 1.399252 4.300781 -13.800781
2031 "4FA PITCH BLUE W561WK" 96.000610 77.999542 0.000000 93.000687 0.599680 0.699219 0.398438
2032 "4MG DEEP TEAL W561WK" 99.000534 5.999847 70.000763 71.000229 21.199359 -27.699219 3.699219
2033 "45A BLUE SPARK W561WK" 94.999619 25.999847 13.000687 8.999771 34.000153 16.101563 -69.500000
2034 "4DA OLD ROYAL W561WK" 100.000000 70.000763 0.000000 25.999847 27.200732 7.000000 -43.000000
2035 "44I NEPTUNE BLUE W561WK" 91.000229 0.000000 30.000763 0.000000 42.099641 -0.101563 -60.199219
2036 "51L COURT PURPLE W561WK" 90.000763 88.999771 0.000000 12.500191 28.000305 59.000000 -86.000000
2037 "4NP HYPER ROYAL W561WK" 100.000000 60.999466 0.000000 5.000381 16.000610 24.000000 -59.000000
2038 "3GT TURBO GREEN W561WK" 82.499428 0.000000 54.000153 0.000000 68.799878 -64.601563 16.898438
2039 "07R FIELD SILVER W561WK" 14.999619 5.999847 11.000229 17.999542 66.300450 -2.000000 -2.000000
2040 "2DI SEAL BROWN W561WK" 13.000687 40.000000 77.999542 90.000763 20.900282 4.398438 2.800781
2041 "33B OCHRE W561WK" 5.999847 54.000153 100.000000 51.000229 65.699245 16.699219 64.000000
2042 "4AI COAST W561WK" 74.999619 26.999313 11.000229 0.000000 66.999313 -16.000000 -40.000000
2043 "77I MIDWEST GOLD W561WK" 0.000000 17.999542 94.999619 0.000000 81.899748 7.199219 79.898438
2044 "2DV DEEP PEWTER W561WK" 63.999390 50.000763 62.099641 87.200732 23.999390 2.000000 -2.000000
2045 "4EW RUSH BLUE W561WK" 97.900359 66.900130 23.900206 11.000229 20.000000 43.000000 -78.000000
2046 "4LB GYM BLUE W561WK(2)" 100.000000 59.000534 8.000305 56.000610 31.000229 -12.000000 -21.000000
2047 "6DL GYM RED W561WK" 3.900206 100.000000 77.000076 42.900740 31.000229 49.000000 43.000000
2048 "6ED TOUGH RED W561WK" 3.999390 100.000000 80.000000 57.000076 25.000381 48.000000 27.000000
2049 "3EE FIR W561WK" 86.900130 5.000381 85.900664 77.900359 22.000458 -36.000000 25.000000
2050 "3PC SPORT GREEN W536WK" 88.000305 17.000076 90.000763 62.000458 26.199741 -38.101563 23.898438
2051 "41L MARINE W536WK" 100.000000 80.999466 0.000000 88.999771 1.399252 4.300781 -13.800781
2052 "4FA PITCH BLUE W536WK" 96.000610 77.999542 0.000000 93.000687 0.599680 0.699219 0.398438
2053 "4MG DEEP TEAL W536WK" 99.000534 5.999847 70.000763 71.999695 21.199359 -27.699219 3.699219
2054 "45A BLUE SPARK W536WK" 94.999619 25.999847 13.000687 8.999771 34.000153 16.101563 -69.500000
2055 "4DA OLD ROYAL W536WK" 100.000000 70.000763 0.000000 25.999847 27.200732 7.000000 -43.000000
2056 "44I NEPTUNE BLUE W536WK" 91.000229 0.000000 30.000763 0.000000 42.099641 -0.101563 -60.199219
2057 "51L COURT PURPLE W536WK" 90.000763 88.999771 0.000000 12.500191 28.000305 59.000000 -86.000000
2058 "4NP HYPER ROYAL W536WK" 100.000000 60.999466 0.000000 5.000381 16.000610 24.000000 -59.000000
2059 "3GT TURBO GREEN W536WK" 82.499428 0.000000 54.000153 0.000000 68.799878 -64.601563 16.898438
2060 "07R FIELD SILVER W536WK" 16.000610 5.999847 11.000229 17.999542 66.300450 -2.000000 -2.000000
2061 "2DI SEAL BROWN W536WK" 13.000687 40.000000 77.999542 90.000763 20.900282 4.398438 2.800781
2062 "33B OCHRE W536WK" 5.999847 54.000153 100.000000 51.000229 65.699245 16.699219 64.000000
2063 "4AI COAST W536WK" 74.999619 26.999313 11.000229 0.000000 66.999313 -16.000000 -40.000000
2064 "77I MIDWEST GOLD W536WK" 0.000000 19.000534 94.999619 0.000000 81.899748 7.199219 79.898438
2065 "2DV DEEP PEWTER W536WK" 63.999390 50.000763 62.099641 87.200732 23.999390 2.000000 -2.000000
2066 "4EW RUSH BLUE W536WK" 97.900359 66.900130 23.900206 11.000229 20.000000 43.000000 -78.000000
2067 "4LB GYM BLUE W536WK" 100.000000 59.000534 8.000305 56.000610 31.000229 -12.000000 -21.000000
2068 "67P TEAM RED W536WK" 16.000610 100.000000 80.900282 63.900206 26.900130 34.000000 13.000000
2069 "6DL GYM RED W536WK" 3.900206 100.000000 77.000076 42.900740 31.000229 49.000000 43.000000
2070 "6ED TOUGH RED W536WK" 3.999390 100.000000 80.000000 57.000076 25.000381 48.000000 27.000000
2071 "3EE FIR W536WK" 86.900130 5.000381 85.900664 77.900359 22.000458 -36.000000 25.000000
2072 "08Q PEWTER GREY W536WK" 26.900130 22.000458 31.900511 25.000381 68.000305 1.000000 8.000000
2073 "08Q PEWTER GREY W561WK" 26.900130 22.000458 31.900511 25.000381 68.000305 1.000000 8.000000
2074 "08Q PEWTER GREY NK3537WK" 26.900130 22.000458 31.900511 25.000381 68.000305 1.000000 8.000000
2075 "48Y ITALY BLUE RW07WK" 88.999771 28.000305 5.999847 14.000153 50.000763 -19.000000 -41.000000
2076 "52M NEW ORCHID W536WK" 99.000534 96.000610 11.000229 53.200580 20.100710 12.601563 -24.300781
2077 "52M NEW ORCHID NK3537WK" 99.000534 96.000610 11.000229 53.200580 20.100710 12.601563 -24.300781
2078 "52M NEW ORCHID NK-3537WK/686086" 99.000534 96.000610 11.000229 53.200580 20.100710 12.601563 -24.300781
2079 "52M NEW ORCHID RW07WK" 99.000534 96.000610 11.000229 53.200580 20.100710 12.601563 -24.300781
2080 "76I UNIVERSITY GOLD NK3537WK" 0.000000 36.499580 100.000000 0.000000 76.000610 23.000000 79.000000
2081 "76I UNIVERSITY GOLD RW07WK" 0.000000 36.499580 100.000000 0.000000 76.000610 23.000000 79.000000
2082 "77C GOLD RW07WK" 2.000458 34.000153 90.000763 0.000000 97.000076 -18.000000 84.000000
2083 "79V CLUB GOLD RW07WK" 11.999695 37.000076 68.999771 20.000000 73.200580 9.800781 38.300781
2084 "89N BRILLIANT ORANGE RW07WK" 0.000000 85.000381 97.900359 0.000000 63.900206 42.000000 66.000000
2085 "89N BRILLIANT ORANGE W536WK" 0.000000 82.000458 97.500572 0.000000 63.900206 42.000000 66.000000
2086 "89N BRILLIANT ORANGE W561WK" 0.000000 80.999466 97.000076 0.000000 63.900206 42.000000 66.000000
2087 "89N BRILLIANT ORANGE NK-3537WK" 0.000000 85.000381 97.900359 0.000000 63.900206 42.000000 66.000000
2088 "89M UNI ORANGE RW07WK" 5.999847 85.999847 94.999619 8.999771 50.000763 44.000000 49.000000
2089 "89M UNI ORANGE W536WK" 0.000000 90.000763 96.000610 0.000000 50.000763 44.000000 49.000000
2090 "89M UNI ORANGE W561WK" 0.000000 90.000763 96.000610 0.000000 50.000763 44.000000 49.000000
2091 "89M UNI ORANGE NK3537WK" 0.000000 90.000763 96.000610 0.000000 50.000763 44.000000 49.000000
2092 "82U TM ORANGE NK578M" 5.000381 85.000381 93.000687 0.000000 52.500191 59.199219 49.800781
2093 "43V TM NAVY NK578M" 100.000000 76.000610 19.000534 79.000534 15.800717 0.500000 -13.398438
2094 "49V TM ROYAL NK578M" 91.000229 51.999695 8.999771 10.000763 36.200504 -3.898438 -37.398438
2095 "4VC TM LIGHT BLUE NK578M" 57.000076 17.000076 0.999466 2.000458 61.600671 -6.300781 -28.300781
2096 "79Y TM BRIGHT GOLD NK578M" 0.000000 37.000076 100.000000 2.000458 76.800183 21.199219 79.800781
2097 "05X TM ANTHRACITE NK578M" 63.999390 42.000458 45.999847 74.999619 23.100633 -3.101563 -0.398438
2098 "64V TM SCARLET NK578M" 8.000305 100.000000 76.000610 14.999619 40.799573 58.199219 31.300781
2099 "03S TM BLACK NK578M" 91.000229 5.999847 33.000687 96.000610 13.600366 -10.300781 -4.500000
2100 "01P DARK STEEL GREY NK578M" 48.999771 40.000000 43.999390 34.999619 46.599527 1.300781 4.898438
2101 "31V TM DARK GREEN NK578M" 82.999924 3.999390 80.999466 60.000000 29.799344 -26.000000 13.300781
2102 "3EM TM KELLY GREEN NK578M" 77.999542 10.000763 85.000381 17.999542 48.400092 -37.000000 24.398438
2103 "79X TM VEGAS GOLD NK578M" 14.999619 22.000458 50.000763 0.000000 79.899290 4.199219 30.300781
2104 "6DR TM PINK FIRE NK578M" 14.999619 73.000687 2.000458 2.000458 57.799649 47.199219 -10.898438
2105 "WHITE STANDARD" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
2106 "2AQ TM BROWN NK578M" 25.999847 62.000458 82.000458 80.999466 21.699855 9.500000 14.800781
2107 "03T TM BLUE GREY NK578M" 34.000153 22.000458 23.999390 8.000305 69.900053 0.699219 1.898438
2108 "45W TM BLUSTERY NK578M" 90.000763 0.000000 60.000000 6.999313 50.400549 -46.800781 2.000000
2109 "66P TM DEEP MAROON NK578M" 57.000076 100.000000 68.000305 65.999847 17.999542 21.000000 7.000000
2110 "79S TM YELLOW STRIKE NK578M" 0.000000 3.999390 85.999847 0.000000 91.700618 -0.898438 81.398438
2111 "69W TM CRIMSON NK578M" 14.000153 100.000000 77.999542 53.000687 28.099489 38.300781 20.199219
