CGATS.17
ORIGINATOR	"Ergosoft AG"
FILE_DESCRIPTOR	""
CREATED	"02/06/26"
NUMBER_OF_FIELDS	9
BEGIN_DATA_FORMAT
SAMPLE_ID SAMPLE_NAME CMYK_C CMYK_M CMYK_Y CMYK_K LAB_L LAB_A LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS	3401
BEGIN_DATA
576 "87F BRIGHT CERAMIC NK1006638 L" 0.000000 60.999466 99.000534 0.399786 64.800488 41.101563 65.500000
577 "4EV GAME ROYAL NK1006638 L" 96.000610 62.000458 11.099413 3.100633 36.000610 -6.300781 -38.601563
578 "10A WHITE NK1000679M" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
579 "00A BLACK NK1000679M" 87.000839 6.999313 26.001373 100.000000 12.085145 -8.238281 -3.472656
580 "06F ANTHRACITE NK1000679M" 63.999390 42.999924 50.000763 83.999390 20.343328 -2.746094 0.882813
581 "01P DK STEEL GREY NK1000679M" 51.999695 42.000458 48.000305 37.999542 44.577707 0.429688 4.082031
582 "01V WOLF GREY NK1000679M" 34.000153 25.999847 28.999771 8.999771 70.847639 0.277344 2.203125
583 "20Q DARK CINDER NK1000679M" 25.999847 57.999542 79.000534 88.999771 18.654154 8.671875 12.300781
584 "39Y GORGE GREEN NK1000679M" 88.000305 3.999390 88.999771 71.999695 26.630045 -25.335938 12.531250
585 "31W CLASSIC GREEN NK1000679M" 79.000534 10.000763 86.999313 26.999313 46.829938 -35.925781 24.175781
586 "2DH MED OLIVE NK1000679M" 22.000458 5.999847 63.999390 68.000305 41.361105 -3.144531 24.996094
587 "41S COLLEGE NAVY NK1000679M" 100.000000 77.999542 17.000076 77.999542 14.741741 2.359375 -13.691406
588 "45W BLUSTERY NK1000679M" 91.999695 0.000000 59.000534 17.000076 49.684901 -48.273438 1.906250
589 "4EV GAME ROYAL NK1000679M" 94.000153 57.000076 17.000076 5.999847 38.261997 -7.238281 -34.964844
590 "4EY VALOR BLUE NK1000679M" 60.000000 25.999847 5.000381 8.999771 62.243076 -6.910156 -26.953125
591 "4ES AERO BLUE NK1000679M" 93.000687 10.000763 20.999466 8.999771 51.961547 -37.644531 -28.687500
592 "44A TIDAL BLUE NK1000679M" 85.999847 0.999466 30.000763 10.000763 55.820554 -39.761719 -17.753906
593 "56N FIELD PURPLE NK1000679M" 86.999313 90.000763 0.999466 11.000229 29.153887 21.425781 -37.863281
594 "65N UNIVERSITY RED NK1000679M" 6.999313 97.999542 76.000610 20.999466 40.685130 58.128906 31.457031
595 "66P DEEP MAROON NK1000679M" 45.999847 100.000000 66.999313 70.000763 19.797055 22.531250 7.796875
596 "69W TEAM CRIMSON NK1000679M" 5.000381 100.000000 77.000076 54.999619 29.872587 41.710938 22.722656
597 "69X TEAM MAROON NK1000679M" 13.000687 100.000000 62.000458 65.999847 25.537499 35.218750 14.636719
598 "66Z PINK FIRE II NK1000679M" 20.999466 76.000610 2.000458 0.000000 55.190356 49.085938 -12.980469
599 "79S YELLOW STRIKE NK1000679M" 0.000000 5.000381 86.999313 0.000000 91.267262 -0.222656 80.917969
600 "79W TEAM GOLD NK1000679M" 14.999619 20.999466 50.000763 2.999924 80.682078 3.964844 31.046875
601 "79Q SUNDOWN NK1000679M" 0.000000 36.000610 100.000000 2.000458 75.783932 21.738281 78.734375
602 "81F DESERT ORANGE NK1000679M" 20.000000 77.999542 93.000687 36.000610 38.381018 33.890625 32.710938
603 "89L TEAM ORANGE NK1000679M" 8.000305 86.999313 94.999619 0.000000 51.271839 60.851563 48.367188
604 "87F BRIGHT CERAMIC NK1000679M" 0.000000 57.000076 99.000534 0.999466 65.172808 40.207031 67.453125
605 "10F TM WHITE NK1000679M" 0.000000 0.000000 0.000000 0.000000 100.000000 0.000000 0.000000
606 "03S TM BLACK NK1000679M" 87.000839 6.999313 26.001373 100.000000 12.085145 -8.238281 -3.472656
607 "05X TM ANTHRACITE NK1000679M" 63.999390 42.999924 50.000763 83.999390 20.343328 -2.746094 0.882813
608 "01P TM DK STEEL GREY NK1000679M" 51.999695 42.000458 48.000305 37.999542 44.577707 0.429688 4.082031
609 "03T TM BLUE GREY NK1000679M" 34.000153 25.999847 28.999771 8.999771 70.847639 0.277344 2.203125
610 "2AQ TM BROWN NK1000679M" 25.999847 57.999542 79.000534 88.999771 18.654154 8.671875 12.300781
611 "31V TM DARK GREEN NK1000679M" 88.000305 3.999390 88.999771 71.999695 26.630045 -25.335938 12.531250
612 "3EM TM KELLY GREEN NK1000679M" 79.000534 10.000763 86.999313 26.999313 46.829938 -35.925781 24.175781
613 "2DH MEDIUM OLIVE NK1000679M" 22.000458 5.999847 63.999390 68.000305 41.361105 -3.144531 24.996094
614 "43V TM NAVY NK1000679M" 100.000000 77.999542 17.000076 77.999542 14.741741 2.359375 -13.691406
615 "45W TM BLUSTERY NK1000679M" 91.999695 0.000000 59.000534 17.000076 49.684901 -48.273438 1.906250
616 "49V TM ROYAL NK1000679M" 94.000153 57.000076 17.000076 5.999847 38.261997 -7.238281 -34.964844
617 "4CV TM LIGHT BLUE NK1000679M" 60.000000 25.999847 5.000381 8.999771 62.243076 -6.910156 -26.953125
618 "4ES TM AERO BLUE NK1000679M" 93.000687 10.000763 20.999466 8.999771 51.961547 -37.644531 -28.687500
619 "44A TM TIDAL BLUE NK1000679M" 85.999847 0.999466 30.000763 10.000763 55.820554 -39.761719 -17.753906
620 "52V TM PURPLE NK1000679M" 86.999313 90.000763 0.999466 11.000229 29.153887 21.425781 -37.863281
621 "64V TM SCARLET NK1000679M" 6.999313 97.999542 76.000610 20.999466 40.685130 58.128906 31.457031
622 "67Y TM DARK MAROON NK1000679M" 45.999847 100.000000 66.999313 70.000763 19.797055 22.531250 7.796875
623 "69W TM CRIMSON NK1000679M" 5.000381 100.000000 77.000076 54.999619 29.872587 41.710938 22.722656
624 "69Y TM CARDINAL NK1000679M" 13.000687 100.000000 62.000458 65.999847 25.537499 35.218750 14.636719
625 "6DR TM PINK FIRE II NK1000679M" 20.999466 76.000610 2.000458 0.000000 55.190356 49.085938 -12.980469
626 "79S TM YELLOW STRIKE NK1000679M" 0.000000 5.000381 86.999313 0.000000 91.267262 -0.222656 80.917969
627 "79X TM VEGAS GOLD NK1000679M" 14.999619 20.999466 50.000763 2.999924 80.682078 3.964844 31.046875
628 "79Y TM BRIGHT GOLD NK1000679M" 0.000000 36.000610 100.000000 2.000458 75.783932 21.738281 78.734375
629 "82U TM ORANGE NK1000679M" 8.000305 86.999313 94.999619 0.000000 51.271839 60.851563 48.367188
630 "87F TM BRIGHT CERAMIC NK1000679M" 0.000000 57.000076 99.000534 0.999466 65.172808 40.207031 67.453125
631 "03S TM BLACK NK675426" 91.000229 13.000687 40.000000 100.000000 11.900511 -9.000000 -3.898438
632 "15A TM NATURAL NK675426" 5.000381 8.499275 25.000381 0.000000 93.000687 1.398438 14.898438
633 "03T TM BLUE GREY NK675426" 39.000534 27.998779 31.999695 11.999695 68.799878 0.000000 1.000000
634 "05X TM ANTHRACITE NK675426" 77.000076 45.000381 59.000534 87.000839 20.900282 -3.199219 -1.101563
635 "2AQ TM BROWN NK675426" 31.000229 66.999313 91.999695 93.501183 17.599756 8.000000 11.500000
636 "01P TM DK STEEL GREY NK675426" 59.000534 48.999771 52.999161 41.998932 45.600061 0.398438 4.101563
637 "31V TM DARK GREEN NK675426" 96.400397 5.000381 94.000153 79.899290 26.799420 -25.398438 11.500000
638 "3EM TM KELLY GREEN NK675426" 90.000763 11.000229 92.500191 27.998779 46.900130 -35.800781 23.000000
639 "2DH TM MEDIUM OLIVE NK675426" 25.999847 14.000153 71.000229 75.001144 40.599680 -2.601563 24.101563
640 "43V TM NAVY NK675426" 100.000000 78.001068 22.000458 85.999847 13.499657 2.601563 -11.300781
641 "45W TM BLUSTERY NK675426" 95.999084 0.000000 63.999390 13.000687 49.399557 -48.800781 0.699219
642 "49V TM ROYAL NK675426" 100.000000 62.999924 7.000839 17.000076 35.100328 -6.398438 -36.500000
643 "4CV TM LIGHT BLUE NK675426" 68.000305 26.999313 2.999924 11.000229 61.600671 -7.300781 -29.699219
644 "4ES TM AERO BLUE NK675426" 97.999542 8.999771 20.000000 8.999771 52.700084 -39.101563 -32.000000
645 "52V TM PURPLE NK675426" 92.999161 94.999619 0.000000 11.999695 28.900587 20.898438 -38.199219
646 "64V TM SCARLET NK675426" 7.000839 100.000000 81.000992 29.999237 39.699397 56.601563 30.601563
647 "67Y TM DARK MAROON NK675426" 45.000381 100.000000 72.999161 82.499428 17.300679 17.101563 6.101563
648 "69W TM CRIMSON NK675426" 22.999924 100.000000 82.999924 66.999313 27.100023 37.000000 19.898438
649 "69Y TM CARDINAL NK675426" 25.999847 100.000000 71.000229 75.201038 22.600137 29.699219 12.199219
650 "6DR TM PINK FIRE II NK675426" 31.999695 84.998856 5.000381 0.000000 53.600366 49.601563 -13.000000
651 "79S TM YELLOW STRIKE NK675426" 0.000000 2.999924 91.000229 0.000000 92.899977 -2.800781 85.800781
652 "79X TM VEGAS GOLD NK675426" 14.999619 22.999924 54.999619 8.999771 77.599756 4.300781 28.898438
653 "79Y TM BRIGHT GOLD NK675426" 0.000000 41.998932 99.000534 2.999924 74.799725 22.300781 77.699219
654 "81F TM DESERT ORANGE NK675426" 25.999847 82.999924 100.000000 46.999313 39.000534 32.199219 32.898438
655 "82U TM ORANGE NK675426" 8.999771 94.000153 100.000000 0.000000 50.499733 62.199219 49.300781
656 "87F TM BRIGHT CERAMIC NK675426" 0.000000 61.000992 100.000000 0.999466 66.100557 38.500000 68.398438
657 "44A TM TIDAL BLUE NK675426" 93.000687 2.000458 42.999924 2.000458 48.099489 -37.000000 -15.898438
658 "10F TM WHITE NK675426" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
659 "52M NEW ORCHID NK675426" 94.000153 90.000763 8.999771 52.199588 20.199893 12.601563 -24.300781
660 "10F TM WHITE NK675426(2)" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
661 "00A BLACK NK675426" 91.000229 13.000687 40.000000 100.000000 11.900511 -9.000000 -3.898438
662 "15A NATURAL NK675426" 5.000381 8.499275 25.000381 0.000000 93.000687 1.398438 14.898438
663 "01V WOLF GREY NK675426" 39.000534 27.998779 31.999695 11.999695 68.799878 0.000000 1.000000
664 "06F ANTHRACITE NK675426" 77.000076 45.000381 59.000534 87.000839 20.900282 -3.199219 -1.101563
665 "20Q DARK CINDER NK675426" 31.000229 66.999313 91.999695 93.501183 17.599756 8.000000 11.500000
666 "4EV GAME ROYAL NK675426" 100.000000 62.999924 7.000839 17.000076 35.100328 -6.398438 -36.500000
667 "31W CLASSIC GREEN NK675426" 90.000763 11.000229 92.500191 27.998779 46.900130 -35.800781 23.000000
668 "39Y GORGE GREEN NK675426" 96.400397 5.000381 94.000153 79.899290 26.799420 -25.398438 11.500000
669 "41S COLLEGE NAVY NK675426" 100.000000 78.001068 22.000458 85.999847 13.499657 2.601563 -11.300781
670 "45W BLUSTERY NK675426" 95.999084 0.000000 63.999390 13.000687 49.399557 -48.800781 0.699219
671 "2DH MEDIUM OLIVE NK675426" 25.999847 14.000153 71.000229 75.001144 40.599680 -2.601563 24.101563
672 "56N FIELD PURPLE NK675426" 92.999161 94.999619 0.000000 11.999695 28.900587 20.898438 -38.199219
673 "4ES AERO BLUE NK675426" 97.999542 8.999771 20.000000 8.999771 52.700084 -39.101563 -32.000000
674 "4EY VALOR BLUE NK675426" 68.000305 26.999313 2.999924 11.000229 61.600671 -7.300781 -29.699219
675 "65N UNIVERSITY RED NK675426" 7.000839 100.000000 81.000992 29.999237 39.699397 56.601563 30.601563
676 "66P DEEP MAROON NK675426" 45.000381 100.000000 72.999161 82.499428 17.300679 17.101563 6.101563
677 "69W TEAM CRIMSON NK675426" 22.999924 100.000000 82.999924 66.999313 27.100023 37.000000 19.898438
678 "69X TEAM MAROON NK675426" 25.999847 100.000000 71.000229 75.201038 22.600137 29.699219 12.199219
679 "66Z PINK FIRE II NK675426" 31.999695 84.998856 5.000381 0.000000 53.600366 49.601563 -13.000000
680 "79S YELLOW STRIKE NK675426" 0.000000 2.999924 91.000229 0.000000 92.899977 -2.800781 85.800781
681 "79W TEAM GOLD NK675426" 14.999619 22.999924 54.999619 8.999771 77.599756 4.300781 28.898438
682 "79Q SUNDOWN NK675426" 0.000000 41.998932 99.000534 2.999924 74.799725 22.300781 77.699219
683 "81F DESERT ORANGE NK675426" 25.999847 82.999924 100.000000 46.999313 39.000534 32.199219 32.898438
684 "89L TEAM ORANGE NK675426" 8.999771 94.000153 100.000000 0.000000 50.499733 62.199219 49.300781
685 "87F BRIGHT CERAMIC NK675426" 0.000000 61.000992 100.000000 0.999466 66.100557 38.500000 68.398438
686 "44A TM TIDAL BLUE NK675426(2)" 93.000687 2.000458 42.999924 2.000458 48.099489 -37.000000 -15.898438
687 "01P DARK STEEL GREY NK675426" 59.000534 48.999771 52.999161 41.998932 45.600061 0.398438 4.101563
688 "52M NEW ORCHID NK675426(2)" 85.999847 82.999924 0.000000 45.999847 20.199893 12.601563 -24.300781
689 "10A WHITE STANDARD" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
690 "00A BLACK NK723141M" 94.999619 3.999390 34.000153 96.000610 13.699550 -10.601563 -4.500000
691 "06F ANTHRACITE NK723141M" 65.999847 40.999466 54.999619 82.000458 22.800031 -2.601563 0.300781
692 "01V WOLF GREY NK723141M" 39.000534 26.999313 31.000229 5.999847 70.099947 0.601563 2.601563
693 "01P DK STEEL GREY NK723141M" 51.999695 45.000381 48.999771 34.000153 45.299458 1.000000 3.898438
694 "20Q DARK CINDER NK723141M" 28.999771 76.000610 88.999771 85.999847 19.400320 8.500000 12.898438
695 "39Y GORGE GREEN NK723141M" 85.999847 5.000381 94.000153 71.999695 27.800412 -25.898438 13.000000
696 "31W CLASSIC GREEN NK723141M" 80.999466 10.000763 90.000763 30.000763 48.299382 -35.101563 24.398438
697 "2DH MEDIUM OLIVE NK723141M" 25.999847 5.999847 70.000763 70.000763 41.399252 -3.101563 25.000000
698 "41S COLLEGE NAVY NK723141M" 100.000000 76.000610 23.999390 83.999390 14.900435 0.398438 -11.898438
699 "45W BLUSTERY NK723141M" 93.000687 0.000000 65.000381 19.000534 50.899519 -45.300781 -0.601563
700 "4EV GAME ROYAL NK723141M" 94.999619 62.000458 17.999542 5.000381 37.700465 -7.398438 -36.398438
701 "4EY VALOR BLUE NK723141M" 54.000153 19.000534 0.000000 8.000305 68.200198 -8.101563 -26.300781
702 "4ES AERO BLUE NK723141M" 94.000153 8.000305 22.000458 5.999847 53.499657 -36.000000 -30.500000
703 "44A TIDAL BLUE NK723141M" 82.999924 0.999466 36.000610 0.999466 62.200351 -38.199219 -19.300781
704 "56N FIELD PURPLE NK723141M" 88.999771 88.999771 0.999466 11.000229 29.900053 20.699219 -37.601563
705 "65N UNIVERSITY RED NK723141M" 8.000305 99.000534 77.000076 22.999924 39.800107 56.699219 30.601563
706 "66P DEEP MAROON NK723141M" 45.000381 97.999542 76.000610 65.999847 18.100252 18.500000 6.300781
707 "69W TM CRIMSON NK723141M" 11.000229 100.000000 74.000153 51.000229 28.000305 38.500000 20.898438
708 "69X TEAM MAROON NK723141M" 17.000076 93.000687 66.999313 62.999924 23.300526 30.601563 12.398438
709 "66Z PINK FIRE II NK723141M" 20.000000 80.000000 0.999466 0.000000 54.900435 48.601563 -13.398438
710 "79W TEAM GOLD NK723141M" 14.000153 23.999390 51.999695 5.000381 79.499504 3.800781 29.800781
711 "79S YELLOW STRIKE NK723141M" 0.000000 8.000305 94.000153 0.000000 92.599374 -2.101563 82.300781
712 "79Q SUNDOWN NK723141M" 0.000000 34.999619 100.000000 0.000000 75.800717 20.699219 78.800781
713 "81F DESERT ORANGE NK723141M" 22.000458 82.999924 97.000076 45.000381 40.300603 30.800781 33.699219
714 "89L TEAM ORANGE NK723141M" 0.000000 82.999924 90.000763 0.000000 51.700618 58.898438 49.000000
715 "87F BRIGHT CERAMIC NK723141M" 0.000000 62.000458 97.999542 3.999390 66.100557 38.500000 68.398438
716 "79V CLUB GOLD NK723141M" 14.999619 34.999619 62.999924 17.999542 73.299763 9.898438 38.398438
717 "52M NEW ORCHID NK723141M" 94.000153 90.000763 8.999771 52.199588 20.199893 12.601563 -24.300781
718 "10A WHITE STANDARD(2)" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
719 "00A BLACK NK-719001" 86.500343 29.100481 34.900435 96.499580 11.599908 -5.300781 -2.898438
720 "06F ANTHRACITE NK-719001" 56.000610 26.500343 42.000458 86.999313 20.700389 -2.101563 1.300781
721 "01P DK STEEL GREY NK-719001" 51.000229 42.999924 46.500343 40.999466 42.099641 3.300781 1.699219
722 "20Q DARK CINDER NK-719001" 13.000687 76.000610 88.000305 87.499809 19.200427 13.199219 13.500000
723 "39Y GORGE GREEN NK-719001" 86.999313 5.999847 91.000229 77.500572 27.800412 -25.898438 13.000000
724 "31W CLASSIC GREEN NK-719001" 86.500343 30.000763 91.000229 9.500267 47.200732 -33.300781 20.300781
725 "2DH MEDIUM OLIVE NK-719001" 25.999847 19.499504 66.999313 70.499733 37.399863 -0.300781 19.800781
726 "41S COLLEGE NAVY NK-719001" 100.000000 80.500496 11.000229 83.999390 14.900435 0.398438 -11.898438
727 "45W BLUSTERY NK-719001" 94.500649 0.000000 62.999924 19.000534 47.899596 -51.500000 -3.699219
728 "4EV GAME ROYAL NK-719001" 94.000153 61.499962 5.999847 13.000687 36.499580 -2.300781 -39.699219
729 "4EY VALOR BLUE NK-719001" 54.000153 19.000534 0.000000 10.499733 68.799878 -6.898438 -29.000000
730 "4ES AERO BLUE NK-719001" 96.000610 5.999847 25.000381 2.999924 52.599374 -41.699219 -33.101563
731 "44A TIDAL BLUE NK-719001" 88.499275 5.999847 35.500114 6.999313 57.300679 -39.898438 -19.500000
732 "56N FIELD PURPLE NK-719001" 86.999313 86.999313 0.999466 13.000687 29.900053 20.699219 -37.601563
733 "65N UNIVERSITY RED NK-719001" 5.999847 100.000000 85.000381 25.999847 39.600214 56.500000 31.601563
734 "66P DEEP MAROON NK-719001" 45.999847 100.000000 74.999619 71.000229 20.000000 22.199219 7.101563
735 "69W TM CRIMSON NK-719001" 11.000229 100.000000 79.000534 50.499733 29.500267 41.000000 18.800781
736 "69X TEAM MAROON NK-719001" 20.999466 99.000534 65.000381 62.999924 23.300526 30.601563 12.398438
737 "66Z PINK FIRE II NK-719001" 26.500343 77.000076 3.999390 0.000000 54.900435 48.601563 -13.398438
738 "79W TEAM GOLD NK-719001" 16.000610 22.000458 45.999847 2.999924 78.399329 4.800781 22.101563
739 "79S YELLOW STRIKE NK-719001" 0.000000 5.000381 91.000229 0.000000 91.299306 -0.199219 79.898438
740 "79Q SUNDOWN NK-719001" 0.000000 40.999466 100.000000 0.999466 75.800717 22.800781 78.699219
741 "81F DESERT ORANGE NK-719001" 20.000000 86.999313 97.000076 42.000458 35.399405 30.398438 30.601563
742 "89L TEAM ORANGE NK-719001" 2.000458 88.999771 88.000305 2.499428 56.000610 54.300781 29.199219
743 "87F BRIGHT CERAMIC NK-719001" 0.000000 59.499504 99.000534 5.499351 64.400702 38.398438 65.199219
744 "79V CLUB GOLD NK-719001" 19.000534 37.000076 65.000381 8.999771 73.299763 9.898438 38.398438
745 "01V WOLF GREY NK-719001" 40.000000 28.000305 33.000687 5.000381 74.999619 1.000000 0.000000
746 "06H FLINT GREY NK-719001" 54.999619 25.999847 14.999619 70.000763 40.999466 -5.000000 -6.000000
747 "76I UNI GOLD NK-719001" 0.000000 40.000000 96.000610 0.000000 74.999619 22.000000 78.000000
748 "10F TM WHITE NK612559" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
749 "03S TM BLACK NK612559" 91.999695 6.999313 37.000076 100.000000 13.499657 -10.000000 -4.500000
750 "05X TM ANTHRACITE NK612559" 62.999924 42.999924 50.000763 80.999466 22.400244 -2.699219 -0.398438
751 "08Q TM PEWTER GREY NK612559" 28.000305 22.000458 33.000687 25.999847 67.100023 0.199219 7.500000
752 "03T TM BLUE GREY NK612559" 34.000153 25.999847 28.999771 11.200122 70.400549 0.300781 2.199219
753 "01P TM DK STEEL GREY NK612559" 51.999695 43.100633 46.100557 37.999542 45.299458 1.000000 3.898438
754 "2AQ TM BROWN NK612559" 25.900664 71.999695 88.999771 87.499809 18.500038 9.101563 12.000000
755 "31V TM DARK GREEN NK612559" 91.500725 6.100557 93.000687 73.099870 26.100557 -24.800781 12.300781
756 "3EM TM KELLY GREEN NK612559" 85.000381 10.200656 90.000763 31.200122 46.900130 -35.800781 23.000000
757 "2DH TM MEDIUM OLIVE NK612559" 23.999390 10.200656 66.100557 74.999619 39.800107 -2.101563 23.199219
758 "43V TM NAVY NK612559" 100.000000 80.100710 25.000381 80.999466 14.599832 1.300781 -11.800781
759 "45W TM BLUSTERY NK612559" 95.100328 0.000000 65.000381 20.999466 49.399557 -49.000000 1.500000
760 "49V TM ROYAL NK612559" 100.000000 62.999924 19.000534 7.100023 37.399863 -7.601563 -35.699219
761 "4ES TM AERO BLUE NK612559" 97.000076 8.200198 16.499580 7.800412 53.000687 -37.000000 -33.800781
762 "4CV TM LIGHT BLUE NK612559" 65.999847 26.999313 3.999390 11.000229 65.499351 -9.101563 -29.898438
763 "44A TM TIDAL BLUE NK612559" 82.000458 0.199893 31.000229 0.999466 62.200351 -38.199219 -19.300781
764 "52V TM PURPLE NK612559" 91.000229 91.000229 0.199893 18.100252 28.299382 20.199219 -37.898438
765 "64V TM SCARLET NK612559" 11.999695 100.000000 82.999924 22.000458 40.799573 58.199219 31.300781
766 "67Y TM DARK MAROON NK612559" 48.999771 100.000000 73.000687 71.000229 18.699931 19.398438 6.398438
767 "69W TM CRIMSON NK612559" 14.200046 100.000000 80.999466 51.999695 28.000305 38.101563 21.699219
768 "69Y TM CARDINAL NK612559" 20.999466 100.000000 68.999771 63.999390 23.999390 31.800781 12.800781
769 "6DR TM PINK FIRE NK612559" 25.000381 80.100710 2.000458 0.000000 54.900435 48.601563 -13.398438
770 "79S TM YELLOW STRIKE NK612559" 0.000000 5.000381 86.999313 0.000000 92.599374 -2.101563 82.300781
771 "79X TM VEGAS GOLD NK612559" 19.000534 22.000458 51.999695 2.999924 79.200427 4.101563 30.199219
772 "79Y TM BRIGHT GOLD NK612559" 0.000000 37.500572 100.000000 0.000000 76.299687 19.898438 79.300781
773 "81F TM DESERT ORANGE NK612559" 19.000534 82.000458 94.999619 37.000076 37.999542 32.199219 31.601563
774 "82U TM ORANGE NK612559" 10.000763 91.000229 100.000000 0.000000 51.599908 58.898438 49.601563
775 "87F TM BRIGHT CERAMIC NK612559" 0.000000 57.000076 100.000000 0.199893 66.599527 37.601563 68.898438
776 "79U GOLD DART NK578M" 26.999313 45.000381 99.000534 0.000000 68.000305 10.000000 60.000000
777 "10F TM WHITE H3536M" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
778 "03S TM BLACK H3536M" 89.500267 17.999542 34.999619 97.999542 13.499657 -10.000000 -4.500000
779 "05X TM ANTHRACITE H3536M" 68.000305 40.999466 46.500343 84.499886 22.800031 -2.000000 0.199219
780 "01P TM DARK STEEL GREY H3536M" 56.000610 45.000381 51.500725 37.999542 45.000381 0.398438 4.101563
781 "03T TM BLUE GREY H3536M" 34.500649 25.000381 28.499275 8.999771 68.799878 0.000000 1.000000
782 "2AQ TM BROWN H3536M" 30.499733 60.000000 85.499351 90.499733 18.899825 8.101563 12.500000
783 "31V TM DARK GREEN H3536M" 91.999695 5.000381 93.000687 71.500725 26.500343 -25.601563 11.699219
784 "3EM TM KELLY GREEN H3536M" 80.999466 10.000763 88.000305 25.000381 48.999771 -36.699219 24.199219
785 "2DH TM MEDIUM OLIVE H3536M" 12.500191 6.500343 63.999390 68.000305 39.400320 -2.101563 24.699219
786 "43V TM NAVY H3536M" 100.000000 80.000000 22.999924 83.500420 14.599832 1.300781 -11.800781
787 "45W TM BLUSTERY H3536M" 93.499657 0.000000 60.500496 19.499504 49.399557 -48.800781 0.699219
788 "49V TM ROYAL H3536M" 94.999619 59.000534 16.000610 3.999390 38.300145 -7.199219 -36.699219
789 "4CV TM LIGHT BLUE H3536M" 56.499580 23.500420 5.000381 8.999771 65.900664 -6.898438 -26.898438
790 "4ES TM AERO BLUE H3536M" 92.500191 5.000381 22.000458 6.999313 53.200580 -35.800781 -29.800781
791 "44A TM TIDAL BLUE H3536M" 85.499351 0.000000 34.000153 7.499809 58.500038 -38.800781 -18.300781
792 "52V TM PURPLE H3536M" 90.000763 89.500267 0.999466 3.999390 28.499275 20.300781 -38.199219
793 "64V TM SCARLET H3536M" 6.999313 100.000000 85.000381 31.000229 40.999466 58.500000 32.699219
794 "67Y TM DARK MAROON H3536M" 55.500114 100.000000 73.000687 71.999695 19.800107 21.398438 7.199219
795 "69W TM CRIMSON H3536M" 13.000687 100.000000 79.499504 57.999542 29.500267 40.500000 21.101563
796 "69Y TM CARDINAL H3536M" 29.500267 100.000000 65.999847 68.000305 23.999390 31.800781 12.800781
797 "6DR TM PINK FIRE II H3536M" 17.999542 76.000610 0.000000 0.000000 56.000610 50.398438 -11.699219
798 "79S TM YELLOW STRIKE H3536M" 0.000000 5.000381 88.000305 0.000000 91.299306 -0.199219 80.898438
799 "79X TM VEGAS GOLD H3536M" 13.000687 20.000000 50.000763 3.999390 79.499504 3.800781 29.800781
800 "79Y TM BRIGHT GOLD H3536M" 0.000000 39.499504 97.999542 0.000000 74.799725 22.300781 77.699219
801 "81F TM DESERT ORANGE H3536M" 19.499504 75.500114 93.000687 39.000534 40.300603 30.800781 33.699219
802 "82U TM ORANGE H3536M" 5.499351 90.000763 96.000610 0.000000 51.299306 60.898438 47.800781
803 "87F TM BRIGHT CERAMIC H3536M" 0.000000 58.500038 97.999542 0.000000 66.100557 38.500000 68.398438
804 "08Q TM PEWTER GREY H3536M" 28.000305 23.500420 28.499275 19.499504 68.799878 0.800781 7.699219
805 "10F WHITE H3536M" 0.000000 0.000000 0.000000 0.000000 100.000000 0.500000 0.500000
806 "00A BLACK H3536M" 89.500267 17.999542 34.999619 97.999542 13.499657 -10.000000 -4.500000
807 "06F ANTHRACITE H3536M" 68.000305 40.999466 46.500343 84.499886 22.800031 -2.000000 0.199219
808 "01P DARK STEEL GREY H3536M" 56.000610 45.000381 51.500725 37.999542 45.000381 0.398438 4.101563
809 "01V WOLF GREY H3536M" 34.500649 25.000381 28.499275 8.999771 68.799878 0.000000 1.000000
810 "20Q DARK CINDER H3536M" 30.499733 60.000000 85.499351 90.499733 18.899825 8.101563 12.500000
811 "39Y GORGE GREEN H3536M" 91.999695 5.000381 93.000687 71.500725 26.500343 -25.601563 11.699219
812 "31W CLASSIC GREEN H3536M" 80.999466 10.000763 88.000305 25.000381 48.999771 -36.699219 24.199219
813 "2DH MEDIUM OLIVE H3536M" 12.500191 6.500343 63.999390 68.000305 39.400320 -2.101563 24.699219
814 "41S COLLEGE NAVY H3536M" 100.000000 80.000000 22.999924 83.500420 14.599832 1.300781 -11.800781
815 "45W BLUSTERY H3536M" 93.499657 0.000000 60.500496 19.499504 49.399557 -48.800781 0.699219
816 "4EV GAME ROYAL H3536M" 94.999619 59.000534 16.000610 3.999390 38.300145 -7.199219 -36.699219
817 "4EY VALOR BLUE H3536M" 56.499580 23.500420 5.000381 8.999771 65.900664 -6.898438 -26.898438
818 "4ES AERO BLUE H3536M" 92.500191 5.000381 22.000458 6.999313 53.200580 -35.800781 -29.800781
819 "44A TIDAL BLUE H3536M" 85.499351 0.000000 34.000153 7.499809 58.500038 -38.800781 -18.300781
